,address,description,postal_code,lat,lon
128,"5 PINE CLOSE, #01-141","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",391005,1.30704305553309,103.882688424945
129,"55 NEWTON RD, LEVEL 2","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",307987,1.3194895845632,103.841975318466
130,512 THOMSON ROAD MSF BUILDING LOBBY,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",298136,1.3336652631755,103.839419161507
131,"51 NEW UPPER CHANGI ROAD, #01-1500","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",461051,1.32342985595863,103.942269412202
132,"71 BEDOK SOUTH ROAD, #01-250","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",460071,1.32041601686604,103.942732315687
133,"167 BEDOK SOUTH AVE 3, #01-501","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",460167,1.3196396832799,103.944965235932
134,"133 NEW BRIDGE ROAD, #06-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",59413,1.28499882771298,103.844697085395
135,200 LORONG 2 TOA PAYOH,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",319642,1.3353827124599,103.844830875826
136,"232 TAMPINES STREET 21, #01-639","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",521232,1.35641019022249,103.948701743616
137,"1 WEST COAST DRIVE, #01-111","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",128020,1.31641320903159,103.757451264505
138,3024A UBI RD 1,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",408718,1.32985965145243,103.896058169727
139,"BEDOK INDUSTRIAL PARK E, PAVILION","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",489978,1.33674833674262,103.949900396416
140,"166 BUKIT MERAH CENTRAL, #03-3527","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",150166,1.28311949644729,103.817642874205
141,"108 BUKIT PURMEI ROAD, #01-129","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",90108,1.27337412903551,103.825328122484
142,"168 JALAN BUKIT MARAH, SURBANA ONE, LEVEL 1","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",150169,1.28331721051266,103.818863113389
143,"BLK 108 DEPOT RD, DEPOT HEIGHTS SHOPPING CENTRE, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,100108,1.28112226404962,103.810031318703
144,"BLK 36 HOLLAND DR, BLK 36 HOLLAND DR, #01-03/04/05",Bin collection; E-waste accepted: Batteries and Lamps only,270036,1.30925871460611,103.792619417011
145,"BLK 28 DOVER CRESCENT, BLK 28 DOVER CRESCENT, #01-83",Bin collection; E-waste accepted: Batteries and Lamps only,130028,1.30476356255085,103.781697209464
146,"BLK 451 CLEMENTI AVE 3, BLK 451 AVE 3, #01-307",Bin collection; E-waste accepted: Batteries and Lamps only,120451,1.31248108236843,103.765476504358
147,"BLK 399 YUNG SHENG RD, TAMAN JURONG SHOPPING CENTRE, #01-35",Bin collection; E-waste accepted: Batteries and Lamps only,610399,1.335042021408,103.720268024233
148,"BLK 63/66 YUNG KUANG RD, BLK 66 YUNG KANG RD, #01-119 AND #02-119",Bin collection; E-waste accepted: Batteries and Lamps only,610063,1.33205938361655,103.722452883915
149,"BLK 221 BOON LAY PLACE, BOON LAY SHOPPING CENTRE, #02-200",Bin collection; E-waste accepted: Batteries and Lamps only,640221,1.34639604067888,103.712387719568
150,"NO. 1 JURONG WEST CENTRAL 2, JURONG POINT 1, #B1-09",Bin collection; E-waste accepted: Batteries and Lamps only,648886,1.3398301525794,103.70646088413
151,"BLK 502 WEST COAST DR, BLK 502 WEST COAST DR, #01-41",Bin collection; E-waste accepted: Batteries and Lamps only,120502,1.31188595555903,103.759080937631
152,"17 PETIR RD, HILLION MALL, #B2-67",Bin collection; E-waste accepted: Batteries and Lamps only,678278,1.37834971260866,103.76274117629
153,"21 CHOA CHU KANG AVE 4, LOT 1 SHOPPERS' MALL, #B1-03",Bin collection; E-waste accepted: Batteries and Lamps only,689812,1.38506835667563,103.744950384161
154,"1 CHOA CHU KANG GROVE, ITE COLLEGE WEST, BLOCK 1, LEVEL 3 FOOD CANOPY","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",688236,1.37502493396044,103.752112715995
155,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-16/16A","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529510,1.35267231590699,103.944387987324
156,"602A TAMPINES AVENUE 9, #01-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",521602,1.36113645470954,103.93742559472
157,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #3-2","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",579837,1.35017242685302,103.848430082687
158,"3 HARBOUR DRIVE, PASIR PANJANG TERMINAL BUILDING 3","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",117404,1.27459998107058,103.790191441877
159,"8 CHANGI BUSINESS PARK AVE 1, #01-51 &, #02-51","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",486018,1.33491977308775,103.963653904182
160,"BLK 573 WOODLANDS DRIVE 16, #02-01",Bin collection; E-waste accepted: Batteries and Lamps only,730573,1.43109806887589,103.798507625095
161,"BLK 182 WOODLANDS ST 13, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,730182,1.4351589456523,103.776023346965
162,"BLK 25 GHIM MOH LINK, #01-11",Bin collection; E-waste accepted: Batteries and Lamps only,270025,1.30811885974155,103.786049387238
163,"BLK 122 ANG MO KIO AVE 3, #01-1753",Bin collection; E-waste accepted: Batteries and Lamps only,560122,1.37018859803198,103.843413235622
164,"BLK 233 ANG MO KIO AVE 3, #01-1168",Bin collection; E-waste accepted: Batteries and Lamps only,560233,1.36754924240467,103.83674063165
165,"BLK 352 CLEMENTI AVE 2, #01-91",Bin collection; E-waste accepted: Batteries and Lamps only,120352,1.31427859810327,103.771350564245
166,"BLK 544 JURONG WEST ST 42, #01-97",Bin collection; E-waste accepted: Batteries and Lamps only,640544,1.35239357898915,103.715759515182
167,"BLK 18 TECK WHYE LANE, #01-95",Bin collection; E-waste accepted: Batteries and Lamps only,680018,1.37829768231958,103.754071399254
168,"BLK 154A BUKIT BATOK WEST AVE 8, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,651154,1.34737179771512,103.743698108315
169,"BLK 547 SEGAR ROAD, #01-06",Bin collection; E-waste accepted: Batteries and Lamps only,670547,1.38824020983746,103.769575393265
170,"BLK 446 FAJAR RD, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,670446,1.38400582300801,103.771029605045
171,"BLK 440 BUKIT BATOK WEST AVE 8, #01-10",Bin collection; E-waste accepted: Batteries and Lamps only,650440,1.35572307969423,103.739303113535
172,"BLK 292 BUKIT BATOK EAST AVENUE 6, #01-02",Bin collection; E-waste accepted: Batteries and Lamps only,650292,1.34447135579337,103.755394621037
173,"BLK 202 MARSILING DRIVE, #01-138",Bin collection; E-waste accepted: Batteries and Lamps only,730202,1.44315120177467,103.775164786038
174,"NO.1 WOODLANDS ROADS, #01-07",Bin collection; E-waste accepted: Batteries and Lamps only,677899,1.38060512479732,103.760041590511
175,"200 UPP THOMSON RD, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,574424,1.35184498416505,103.83605365678
176,"BLK 85 DAWSON ROAD, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,141085,1.29531965769669,103.809758599549
177,"BLK 420A CLEMENTI AVE 1, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,121420,1.30973330594899,103.768637303114
178,"5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",486038,1.33432515600981,103.962389303195
179,8 ANG MO KIO INDUSTRIAL PARK 2,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569500,1.37189393393221,103.864574202325
180,"30 BUKIT BATOK STREET 31, HONG KAH NORTH CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",659440,1.35905888839505,103.749456841487
181,"17 PETIR ROAD, HILLION MALL, #B1-65","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",678278,1.37834971260866,103.76274117629
182,"71 SUNGEI KADUT DRIVE, GAIN CITY MEGASTORE @ SUNGEI KADUT","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",729577,1.41286385690526,103.74601574229
183,"83 PUNGGOL CENTRAL, WATERWAY POINT","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",828761,1.40653610720599,103.901988174009
184,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",467360,1.32479360710739,103.929182078245
185,"3 SIMEI STREET 6, EASTPOINT MALL, #B1-08","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",528833,1.34270618643901,103.953024503826
186,"1 HOUGANG ST 91, HOUGANG 1, #2-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",538692,1.37584997338503,103.879300024096
187,"90 HOUGANG AVENUE 10, HOUGANG MALL, #02-13","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",538766,1.37231185642959,103.89366161203
188,"23 SERANGOON CENTRAL, NEX MALL, #03-42","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",556083,1.35043817177432,103.87170454945
189,"1 HILLVIEW RISE, HILLVIEW CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",667970,1.36196724402422,103.764266389757
190,"1 STADIUM PLACE LEVEL 1, WAVE MALL, #01-29","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",397628,1.30384326764684,103.872750711332
191,"81 CLEMENCEAU AVENUE, UE SQUARE, #02-15",Bin collection; E-waste accepted: Batteries and Lamps only,239917,1.29225958039889,103.842561025611
192,"238 THOMSON ROAD, NOVENA SQUARE, #01-28",Bin collection; E-waste accepted: Batteries and Lamps only,307683,1.32021099973819,103.843656770909
193,"68 ORCHARD ROAD, PLAZA SINGAPURA, #4-12","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238839,1.30074770847155,103.845047580881
194,"30 SEMBAWANG DRIVE, SUN PLAZA, #2-06","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",757713,1.44822653184262,103.819462104528
195,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #04-19/20","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738099,1.43600784517148,103.785688739235
196,460 TOA PAYOH LORONG 6,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",310460,1.3319945583363,103.849796103257
197,730 ANG MO KIO AVE 6,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",560730,1.37343368369214,103.845765158161
198,"23 SERANGOON CENTRAL, NEX MALL, #02-49/50","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",556083,1.35043817177432,103.87170454945
199,"50 TAMPINES NORTH DRIVE 2, COURTS MEGASTORE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",528766,1.37362335947781,103.933805897843
200,"53 ANG MO KIO AVE 3, ANG MO KIO HUB, #B2-40","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",569933,1.3692489128202,103.848399227484
201,"107 NORTH BRIDGE ROAD, FUNAN MALL, #03-19/20","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",179105,1.29124400033468,103.849984794935
202,"1 DEPOT CLOSE, HP ENTERPRISE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",109841,1.28243134568209,103.805032356604
203,"101 THOMSON ROAD, UNITED SQUARE, #B1-56D/E","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",307591,1.31733462987407,103.843463185977
204,"105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",750105,1.44885564521184,103.832409180973
205,365 COMMONWEALTH AVE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",149732,1.29915022797049,103.80130510766
206,400 LENGKOK BAHRU,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",159049,1.28978711891653,103.81444834816
207,"1 JURONG WEST CENTRAL, JURONG POINT, #02-05","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648886,1.3398301525794,103.70646088413
208,"90 HOUGANG AVENUE 10, HOUGANG MALL, #04-15","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",538766,1.37231185642959,103.89366161203
209,"1 JURONG WEST CENTRAL 2, JURONG POINT, #03-37","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648886,1.3398301525794,103.70646088413
210,"33 SENGKANG WEST AVE, SELETAR MALL, #03-25","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",797653,1.39139305815613,103.876067657689
211,"176 ORCHARD ROAD, THE CENTREPOINT, #03-31","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238843,1.30197836640112,103.839759027803
212,"23 SERANGOON CENTRAL, NEX MALL, #03-33/34","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",556083,1.35043817177432,103.87170454945
213,"31B EXETER ROAD, COMCENTRE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",239733,1.29897549945424,103.83840640501
214,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #04-03","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",677743,1.38051732815914,103.763961852618
215,"450 TELOK BLANGAH STREET 31, TELOK BLANGAH CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",108943,1.27486265663736,103.807875435609
216,"27 SCIENCE DRIVE 1, KENT RIDGE CAMPUS, OUTSIDE LT27 AND LT29 STUDENT SPACE, LEVEL 1","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",117541,1.29546718054057,103.779773956451
217,"12 KENT RIDGE CRES, KENT RIDGE CAMPUS, CENTRAL LIBRARY FORUM SPACE, LEVEL 1","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",119275,1.29672886339029,103.773151759339
218,"2 COLLEGE AVE WEST, UTOWN - STEPHEN RIADY CENTRE, LEVEL 1 IN FRONT OF WAACOW RESTAURANT","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",138607,1.30477687700985,103.772396246249
219,300 WHAMPOA DRIVE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",327737,1.32463959408329,103.856979169641
220,6 POTONG PASIR AVENUE 2,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",358361,1.33253591154285,103.86703683934
221,"11 BEDOK NORTH STREET 1, MAIN ATRIUM","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",469662,1.32698498848449,103.931620621577
222,1 TAMPINES WALK,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",528523,1.35349615471813,103.939683594446
223,25 INTERNATIONAL BUSINESS PARK,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",609916,1.32519950719568,103.746377198218
224,12 MARINA BOULEVARD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",18982,1.27910566824918,103.854297426525
225,"8A MARINA BOULEVARD, #B2-10","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",18984,1.28023825346251,103.853369669154
226,18 CROSS STREET,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",48423,1.28351521183249,103.846878912631
227,"1 RAFFLES QUAY, #B2","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",48583,1.28089477091411,103.851677108516
228,"50 JURONG GATEWAY ROAD, JEM, #04-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",608549,1.33320021038331,103.743170436292
229,"BLK 785E WOODLANDS RISE, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,735785,1.44679887813048,103.805489778956
230,"876 WOODLANDS STREET 83, WOODLANDS ZONE 3 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730876,1.44479629224386,103.790602762447
231,"1 WOODLANDS STREET 81, WOODLANDS CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738526,1.43973033862036,103.788235404817
232,"1 WOODLANDS STREET 31, FUCHUN CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738581,1.42952981919595,103.774811855067
233,"31 WOODLANDS AVENUE 6, WOODLANDS GALAXY CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738991,1.43904160690114,103.802610984283
234,"120 WOODLANDS AVENUE 1, ACE THE PLACE CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",739069,1.42749277602918,103.792240772323
235,"1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB, NEE SOON CENTRAL CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768019,1.42803584532257,103.836092102185
236,"30 YISHUN STREET 81, NEE SOON SOUTH CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768455,1.4151749664221,103.834693130803
237,"1 YISHUN AVENUE 9, NEE SOON EAST CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768893,1.43102087212489,103.838488083545
238,"278 MARINE PARADE ROAD, MARINE PARADE CC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",449282,1.30482859822658,103.9095452826
239,"10 SIMEI AVE, ITE COLLEGE EAST, #B1-14","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",486047,1.33455404275229,103.954985037641
240,"21 TAMPINES AVENUE 1, TEMASEK POLYTECHHIC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",529757,1.34793947802841,103.928839989349
241,"3 TEMASEK BOULEVARD, SUNTEC CITY MALL, #01-634","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",38983,1.29487904117328,103.857675497949
242,"750B CHAI CHEE ROAD #01-01 TO 06, TO 12, #02-02 TO 06 BUSINESS PARK, #01-09","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",469002,1.32315929186444,103.920979982361
243,"10 ANSON ROAD, INTERNATIONAL PLAZA, #36-05","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",79903,1.27573568080889,103.845703220386
244,"10 DOVER DRIVE, SIT @ DOVER","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",138683,1.3010087280189,103.780125253594
245,"1 ROCHOR CANAL RD, SIM LIM SQUARE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",188504,1.30302298258031,103.852875624824
246,"2 HANDY RD, THE CATHAY","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",229233,1.29918373003642,103.847789789234
247,2 ANG MO KIO DRIVE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",567720,1.37789203173292,103.856411986641
248,"293 HOLLAND ROAD, JELITA SHOPPING CENTRE, #01-01",Bin collection; E-waste accepted: Batteries and Lamps only,278628,1.31756196654772,103.785840623813
249,"101 THOMSON ROAD, UNITED SQUARE, #B1-29",Bin collection; E-waste accepted: Batteries and Lamps only,307591,1.31733462987407,103.843463185977
250,"230 VICTORIA STREET, BUGIS JUNCTION, #B1-17",Bin collection; E-waste accepted: Batteries and Lamps only,188021,1.299112870967,103.855411182582
251,"1 FIFTH AVENUE, GUTHRIE HOUSE, #01-05",Bin collection; E-waste accepted: Batteries and Lamps only,268802,1.33081740087425,103.795692355521
252,"1 STAMFORD ROAD, RAFFLES CITY SHOPPING CENTRE, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,179103,1.29376027875418,103.852768332387
253,"501 BUKIT TIMAH ROAD, CLUNY COURT, #01-02",Bin collection; E-waste accepted: Batteries and Lamps only,259760,1.32257316960795,103.814245550689
254,"154 WEST COAST ROAD, WEST COAST PLAZA, #B1-19",Bin collection; E-waste accepted: Batteries and Lamps only,127371,1.30358268148237,103.765284520206
255,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #B1-18",Bin collection; E-waste accepted: Batteries and Lamps only,237994,1.29380234644511,103.83175791999
